LGC Scores,Extended Improved Gravity Index Values,GSM,Node H-Index,Density Centrality,Clustering Coefficient,Societal Capital Scores,Constraint Coefficients,HCC Value,PE Values,Global Relative Change in Avg Degree,Degree Centrality,H Values,CLC Values,HVGc Index,DIL Centrality,Second order centrality,Global Relative Change in Avg Clustering,Local-Global Centrality,Improved Gravity Index Values,Leverage Centrality,Clustered Local Degree,P Value,Subgraph centrality,EHCC Value
307000,2011.25,182.199705,5,34.36363636,0.361111111,64,-0.250164142,1.690324145,0.091015154,0.005568556,0.013157895,7.012810786,700.3860685,13422.76447,36.02943723,-6205.347638,0.005648729,1.873885837,291.0,0.204032895,74.86111111,270,61.43135882,15.12254466
47736,723.25,154.5918296,3,7.318181818,0.666666667,28,-0.461626354,1.239067173,0.033355049,0.001662698,0.005847953,0.954020352,192.5314196,2042.035237,6.046753247,-6444.419603,0.000448554,0.71790585,104.25,-0.156399156,40.0,257,15.59150495,6.913588231
80256,978.75,156.8293889,4,11.13636364,0.7,38,-0.417575756,1.390995069,0.046876041,0.00244387,0.007309942,1.649134796,255.2448461,3716.714515,7.81991342,-6375.296747,0.006139819,0.911533314,168.0,-0.114407814,56.1,268,24.93861278,8.654716676
92790,1111.0,171.4777537,4,11.93181818,0.4,35,-0.344614865,1.360884326,0.051749493,0.00244387,0.007309942,2.107366266,384.0933864,3769.183645,13.2,-6264.780996,0.007350727,0.991923599,191.0,-0.038095238,42.0,269,20.29980858,8.510346779
117282,1156.25,159.8469584,4,18.93181818,0.523809524,45,-0.374898589,1.469646755,0.058022175,0.004006213,0.010233918,2.524096939,351.8024497,5100.203639,11.1192674,-6334.241547,0.016452714,1.292524286,181.0,0.15530303,57.9047619,268,35.98267293,11.05824105
213040,1522.5,177.4218866,5,28.0,0.321428571,52,-0.248573102,1.551895562,0.080531958,0.004787384,0.011695906,4.283175255,570.6634761,7506.661141,33.12970085,-6232.810234,0.001047281,1.635894191,251.0,0.224804607,58.14285714,269,42.38001974,12.81682968
74430,935.25,158.9117514,4,11.13636364,0.6,35,-0.401233812,1.350092959,0.042775217,0.00244387,0.007309942,1.591609256,266.1736435,3434.501691,10.05142857,-6357.817961,0.001901643,0.918437285,165.0,-0.068253968,48.0,266,22.1619105,8.501010428
172425,1442.5,178.3511065,5,15.51136364,0.4,47,-0.280693934,1.502910032,0.06659516,0.00244387,0.007309942,3.339586603,564.4094788,7422.689964,22.62770563,-6238.380798,0.000202155,1.032965057,274.0,-0.23543956,58.8,271,32.75679062,9.942405626
456684,2720.0,187.5714577,7,37.22727273,0.444444444,78,-0.245340579,1.865613127,0.115231591,0.005568556,0.013157895,11.7282279,926.5056613,20173.59924,35.30793651,-6134.053235,0.006188745,1.931253739,358.0,0.093230626,99.66666667,275,100.3879457,17.03318244
28350,536.25,150.8253703,3,4.534090909,0.666666667,22,-0.500318878,1.164457198,0.026280865,0.000881526,0.004385965,0.514405701,148.3775474,1082.918385,4.422222222,-6525.808371,0.0002131,0.529334294,86.25,-0.332467532,31.66666667,255,9.912515757,5.425066688
36890,609.0,151.9971576,3,7.318181818,0.5,25,-0.385397003,1.201762186,0.031105364,0.001662698,0.005847953,0.666804468,194.6963418,1455.586375,5.845238095,-6518.263476,0.000899281,0.710469246,90.75,-0.029292929,31.5,256,12.4311968,5.681270714
16395,476.0,162.5699729,2,2.386363636,1.0,14,-0.686530612,0.815576752,0.023291238,0.000100355,0.002923977,0.384195039,86.08378923,440.9076657,2.0,-6558.093634,0.005440184,0.378363017,51.0,-0.492063492,24.0,183,5.091430643,3.768814162
98780,1114.0,172.9852849,4,12.72727273,0.2,34,-0.248990432,1.335259882,0.057895982,0.00244387,0.007309942,2.357797995,493.6946441,3915.088085,25.56363636,-6265.119947,0.004287439,1.003596257,151.5,-0.017582418,34.8,265,22.10260419,8.548540943
401004,2398.0,187.6888076,6,36.51136364,0.416666667,72,-0.249425444,1.801794519,0.107611265,0.005568556,0.013157895,10.17762124,871.5161131,14811.95313,41.24322344,-6150.048917,0.008146378,1.932198664,338.0,0.140662932,89.25,276,88.74001607,16.25608277
151578,1485.0,175.2497156,4,13.125,0.6,44,-0.328205827,1.472799289,0.067203648,0.00244387,0.007309942,3.698768302,459.904151,6222.655571,12.94666667,-6246.28034,0.003026931,1.015377306,244.0,-0.172619048,62.4,272,38.63234827,9.87046318
258633,1926.75,179.1054988,5,22.82954545,0.571428571,60,-0.308410068,1.663365936,0.086641766,0.004006213,0.010233918,6.688593853,635.3078873,12342.25005,18.25096903,-6180.474046,0.006484744,1.451763049,284.0,-0.018376068,83.28571429,275,67.22942927,13.25790154
1590,90.75,131.1984584,1,0.556818182,0.0,5,-1.0,0.066971142,0.006738784,0.000680817,0.001461988,0.022661926,50.0,29.43035529,1.0,-7329.139017,0.005700164,0.154983416,9.0,-0.6,4.0,3,1.88666584,1.268733328
145058,1753.75,179.7365105,5,17.18181818,0.666666667,46,-0.393228616,1.516853933,0.062652361,0.003225041,0.00877193,3.751450881,380.9555023,6559.779588,20.82575758,-6277.571964,0.004552185,1.223819718,286.25,-0.047119547,66.66666667,278,38.2538237,10.86201601
257360,2110.25,185.444691,6,24.5,0.571428571,59,-0.33867511,1.662921348,0.075382339,0.004006213,0.010233918,6.24292228,572.6241757,10082.76447,24.95337995,-6239.264029,0.005146019,1.472774926,373.75,-0.013339438,81.71428571,278,54.30332675,13.06786032
92022,1527.5,165.0943272,5,11.13636364,1.0,39,-0.509007937,1.438202247,0.051962265,0.00244387,0.007309942,2.563236323,227.7173741,4169.171366,5.0,-6349.682826,0.00923436,0.938180826,227.5,-0.149184149,68.0,278,32.50255145,9.269662921
135135,1667.75,169.7112379,5,20.60227273,0.476190476,44,-0.315649614,1.494382022,0.071933585,0.004006213,0.010233918,3.458283897,419.2729814,5507.786483,23.45987346,-6277.363998,0.004148549,1.342341156,256.25,0.172771673,54.61904762,278,37.97358951,11.1557271
182975,1821.0,181.7511625,5,18.13636364,0.733333333,50,-0.410216756,1.561797753,0.063893421,0.003225041,0.00877193,4.371860216,408.2595059,7473.736264,14.88636364,-6282.338823,0.006794198,1.238812818,325.0,-0.083318642,76.26666667,278,43.2529399,11.2660658
175284,1729.0,171.641946,5,27.36363636,0.428571429,53,-0.291933904,1.595505618,0.073407158,0.004787384,0.011695906,3.683490778,489.2307322,7899.839706,27.73869464,-6297.15791,0.005117275,1.558145031,286.25,0.180586081,64.28571429,278,43.56943063,12.16765015
16185,388.25,148.1290096,2,2.863636364,0.0,14,-0.5,0.815576752,0.018706473,0.000100355,0.002923977,0.284002537,210.0,429.4237071,3.657142857,-6608.270953,0.005336892,0.341229231,55.0,-0.492063492,12.0,183,4.050541263,3.641621534
37320,636.0,161.5161364,3,5.965909091,0.0,21,-0.333333333,1.07048743,0.030295507,0.000881526,0.004385965,0.765579004,332.0,1225.268541,11.52380952,-6408.442551,0.007314707,0.557338143,114.0,-0.327777778,18.0,232,7.200636405,5.376970334
42066,522.0,148.3884595,4,11.13636364,0.4,28,-0.402325,0.987268612,0.034859399,0.00244387,0.007309942,0.3477702,195.7334534,1460.579183,11.50649351,-6623.99681,0.014400898,0.860034052,99.0,0.084004884,32.2,187,11.20300054,5.387680867
47160,574.25,156.9557313,4,11.93181818,0.4,30,-0.35695,1.013337644,0.042315814,0.00244387,0.007309942,0.418633993,215.8430548,1871.985028,12.96103896,-6520.852357,0.006328182,0.911152121,107.25,0.020512821,35.0,188,11.75975035,6.259477811
24908,427.75,146.2497211,2,7.636363636,0.166666667,20,-0.294101562,0.897380972,0.030952775,0.001662698,0.005847953,0.236221876,192.9978333,871.8849397,10.36428571,-6649.512603,0.00170417,0.677209025,54.0,0.122222222,18.66666667,187,6.930851252,3.825842697
82104,964.25,160.813064,4,11.93181818,0.4,34,-0.308735299,1.33166276,0.057677375,0.00244387,0.007309942,2.012423448,375.3792258,3311.297481,14.8,-6284.879567,0.002150552,0.933244073,132.0,-0.022943723,40.6,264,21.38320291,8.286961442
94550,1011.25,171.1773844,3,16.22727273,0.2,35,-0.224853168,1.339301592,0.064537395,0.003225041,0.00877193,2.341783319,457.670491,3751.980068,32.30785881,-6228.32776,0.006063436,1.1906606,135.75,0.163442113,34.8,263,21.46549593,8.893945518
11368,287.25,149.7898752,2,2.386363636,0.0,13,-0.5,0.789952308,0.022978744,0.000100355,0.002923977,0.231463776,195.0,360.2792119,3.633333333,-6593.142593,0.003439804,0.351801576,42.0,-0.464285714,11.0,179,4.077204628,3.464513782
16056,288.25,160.0454045,3,7.0,0.166666667,18,-0.31265625,0.860520572,0.030585059,0.001662698,0.005847953,0.127409363,152.3667105,579.3490478,12.89761905,-6531.232745,0.007960525,0.753286479,66.0,0.091269841,16.33333333,183,5.825796155,3.903281869
10494,201.75,136.7995505,2,6.045454545,0.333333333,16,-0.43390625,0.481933554,0.021561737,0.001662698,0.005847953,0.050431228,92.43253906,370.6405561,5.761904762,-6889.89465,0.008992179,0.644555967,32.5,0.205555556,16.0,84,6.179800919,2.845808746
18256,304.75,147.2968555,4,7.0,0.5,22,-0.4428125,0.905464393,0.030306146,0.001662698,0.005847953,0.107786946,120.6996013,797.6466959,7.523809524,-6665.284408,0.005319093,0.696937295,69.0,-0.055555556,27.0,183,7.882893291,4.248524776
4728,131.5,127.7990539,2,1.909090909,1.0,11,-0.750625,0.404171045,0.013299302,0.000100355,0.002923977,0.021198454,33.10914971,135.9565678,2.0,-7069.592488,0.006166728,0.301903697,27.0,-0.380952381,18.0,78,3.494987541,1.873373212
830,32.5,120.1676344,1,0.556818182,0.0,5,-1.0,0.066971142,0.005056789,0.000680817,0.001461988,0.001650469,33.0,16.18669541,1.0,-7661.538246,0.004287439,0.143384712,6.75,-0.6,4.0,3,1.763914958,0.548904696
4125,120.0,143.1538615,2,2.068181818,0.0,10,-0.5,0.25264732,0.016690167,0.000100355,0.002923977,0.02434215,90.0,131.0106225,3.5,-6869.205511,0.004287439,0.338784311,26.5,-0.333333333,8.0,39,2.822918957,2.010548864
1180,54.0,125.392717,1,0.556818182,0.0,5,-1.0,0.066971142,0.008990806,0.000680817,0.001461988,0.006325252,45.0,22.07276647,1.0,-7446.108907,0.002874714,0.148065948,7.75,-0.6,4.0,3,1.764931297,0.964352114
625,29.0,137.6202454,1,0.556818182,0.0,5,-1.0,0.066971142,0.008026159,0.000680817,0.001461988,5.78e-08,35.0,11.77214212,1.0,-5400.183787,0.001461988,0.169763727,6.0,-0.6,4.0,3,1.700240108,0.367714817
6935,109.5,156.8981281,2,6.681818182,0.0,13,-0.25,0.300743675,0.028827585,0.001662698,0.005847953,1.2e-06,96.0,236.7554381,13.45,-4234.792195,0.007112889,0.773208635,29.0,0.304761905,9.0,43,4.135425869,1.429552987
4905,102.5,158.6064168,2,4.295454545,0.0,12,-0.333333333,0.285910597,0.024078477,0.000881526,0.004385965,2.04e-06,95.0,167.6683267,8.733333333,-4168.291615,0.001461988,0.584622982,27.0,0.019047619,9.0,42,3.282771843,1.140045267
6019,143.75,169.7333589,2,2.545454545,0.0,12,-0.5,0.293104842,0.021669964,0.000100355,0.002923977,2.14e-06,123.0,163.7632781,3.583333333,-4388.123783,0.001744533,0.416972709,34.0,-0.416666667,10.0,44,2.7276055,1.538396249
11697,163.25,156.1480831,3,5.011363636,0.333333333,18,-0.429846939,0.482822731,0.024978018,0.000881526,0.004385965,1.56e-06,116.7946036,380.606072,6.766666667,-4237.960743,0.001282735,0.577771844,42.5,-0.228571429,20.0,78,4.722854075,2.248686444
515034,2083.0,232.334474,5,67.77272727,0.166666667,76,-0.156747912,1.749616038,0.170886887,0.007912071,0.01754386,0.000273366,1246.867581,20466.77396,144.890412,-3208.402593,0.002090007,3.391299203,283.5,0.391701066,74.66666667,249,52.25247403,17.6720152
49350,587.25,191.7669815,3,5.965909091,1.0,27,-0.569830247,1.145097405,0.045920769,0.000881526,0.004385965,2.1e-05,190.92943,1615.414851,3.0,-3731.333578,0.007241867,0.70778195,120.75,-0.399134199,48.0,234,9.734526621,5.46580713
112372,798.75,208.6776514,4,15.51136364,0.4,42,-0.324043367,1.306442486,0.066321493,0.00244387,0.007309942,3.78e-05,476.5975527,4308.214854,18.2017316,-3332.959281,0.002607394,1.284427507,171.75,-0.157799717,51.8,232,15.42823726,7.990582815
87840,715.5,209.39612,3,15.11363636,0.1,35,-0.241736111,1.227790801,0.070376135,0.00244387,0.007309942,3.75e-05,553.7604998,3180.316659,34.62077922,-3473.804744,0.001928552,1.279485923,154.5,-0.006284565,33.0,232,10.56357092,7.247110177
177219,1254.75,212.7049454,5,21.0,0.4,48,-0.283058705,1.435009296,0.099321213,0.003225041,0.00877193,9.54e-05,671.6606861,7689.971502,24.18371212,-3445.334855,0.002746832,1.563840451,207.75,-0.050893551,58.8,249,23.52263615,10.13580147
130248,972.75,205.2675818,5,16.30681818,0.3,44,-0.276241723,1.35049713,0.079643761,0.00244387,0.007309942,5.66e-05,645.9934884,5148.059991,26.4,-3540.949235,0.000635695,1.256871806,186.75,-0.19101095,50.7,238,15.70478099,8.271037103
233376,1313.25,214.0164792,5,27.84090909,0.380952381,57,-0.274185248,1.539730014,0.103413443,0.004006213,0.010233918,0.000125942,765.8788838,8882.074427,33.88347731,-3403.214721,0.008459502,1.838197008,227.25,0.019773647,69.04761905,250,29.6916452,11.53310161
73390,555.75,197.3129855,3,14.31818182,0.2,31,-0.321211111,1.182846981,0.054269394,0.00244387,0.007309942,2.8e-05,429.0149146,2088.777952,23.35238095,-3642.167694,0.012947809,1.212877682,94.0,0.075583567,31.2,232,9.414452765,6.025139439
139077,1063.5,214.160114,5,16.70454545,0.3,41,-0.276241723,1.32398351,0.090476879,0.00244387,0.007309942,6.99e-05,627.4730329,5489.44328,24.62222222,-3508.422748,0.001025876,1.312453018,201.75,-0.152049911,46.8,240,14.87533641,8.587543448
203712,1244.0,220.7159941,5,24.34090909,0.2,49,-0.221803666,1.453439496,0.096344707,0.003225041,0.00877193,0.000106718,843.2926757,7258.519071,44.11268939,-3462.490066,4.98e-05,1.618923083,234.75,-0.018910828,51.6,251,18.53223679,9.866098133
63455,654.75,193.7757599,3,9.227272727,0.666666667,31,-0.476888021,1.190041225,0.051122378,0.001662698,0.005847953,3.02e-05,291.6209236,2195.458458,6.297619048,-3626.108484,0.004820052,0.950260935,129.0,-0.172619048,45.0,234,12.29070045,6.356438445
129600,1005.0,205.1575276,5,15.11363636,0.6,44,-0.356697846,1.386468353,0.079499124,0.00244387,0.007309942,6.78e-05,487.8935445,5487.174332,11.88484848,-3496.568104,0.00558696,1.263478798,180.0,-0.198203757,62.4,248,20.76418846,8.7646512
167276,1061.75,209.1399532,4,29.90909091,0.214285714,48,-0.242725694,1.381052461,0.089939421,0.004787384,0.011695906,7.72e-05,643.2728444,5958.176284,57.48080808,-3309.378781,0.012966157,2.042223934,174.75,0.278521479,48.57142857,234,23.83781455,10.78570851
76966,651.75,199.5109642,4,20.60227273,0.285714286,37,-0.287743764,1.239471344,0.065564991,0.004006213,0.010233918,2.23e-05,358.4546688,2681.084594,22.88989899,-3258.914926,0.01734744,1.719307396,120.75,0.26021756,38.57142857,229,16.97669683,8.246180584
60812,644.75,207.993093,4,16.22727273,0.2,31,-0.24571712,1.175652736,0.063954784,0.003225041,0.00877193,2.22e-05,356.9666083,2127.430174,32.0159632,-3233.659574,0.004691075,1.530021027,115.5,0.207886558,30.0,230,12.34603206,7.440101851
40766,533.25,192.9525114,4,8.272727273,0.666666667,28,-0.448459467,1.138347749,0.048519907,0.001662698,0.005847953,1.27e-05,199.7192593,1609.300213,6.991071429,-3428.037906,0.006328182,0.951654039,104.25,-0.195959596,40.0,229,10.67452152,6.05848355
41760,501.0,198.9836475,3,9.227272727,0.0,26,-0.25,1.123070083,0.05055879,0.001662698,0.005847953,1.58e-05,383.0,1644.827254,24.66785714,-3532.91547,0.003480167,0.974857715,113.25,-0.125396825,22.0,231,7.096603614,5.62242341
15320,277.5,183.7919744,3,5.25,0.0,17,-0.333333333,0.737773826,0.03403803,0.000881526,0.004385965,4.96e-06,202.0,501.5719174,10.52380952,-3901.654949,0.002309623,0.670756277,74.25,-0.194444444,14.0,152,3.91798055,3.405585644
30575,411.75,202.2901591,3,5.965909091,0.333333333,22,-0.411736111,1.078126263,0.040982648,0.000881526,0.004385965,1.15e-05,248.6363648,918.8862228,7.412698413,-3640.662034,0.001363462,0.747340452,102.75,-0.345959596,25.33333333,231,5.609496825,4.812302967
120496,949.5,212.5878203,4,27.36363636,0.142857143,40,-0.181307398,1.330733166,0.10098329,0.004787384,0.011695906,7.37e-05,592.0776055,3990.711831,48.7027972,-3386.738135,0.00326055,2.083309992,141.75,0.36974137,36.57142857,245,19.69363466,9.748565193
104253,907.25,198.5278004,4,21.71590909,0.142857143,36,-0.209801587,1.221041145,0.087869853,0.004006213,0.010233918,5.72e-05,551.3343442,3217.847271,42.13275613,-3585.890559,0.001098716,1.690997194,142.5,0.278399378,33.14285714,227,14.64553857,8.783323903
119966,857.75,191.0637391,4,32.93181818,0.111111111,41,-0.184218107,1.190889985,0.084676434,0.005568556,0.013157895,3.37e-05,473.3699986,2814.656797,71.90909091,-3775.59329,0.000327464,2.067686209,137.25,0.441891442,35.55555556,203,19.19574316,10.29856115
56882,645.75,191.6384886,3,8.909090909,0.333333333,28,-0.327810059,1.20309595,0.056167002,0.001662698,0.005847953,3.4e-05,362.5648432,2028.927603,11.46212121,-3690.978938,0.000684009,0.941675562,126.75,-0.131002331,32.0,247,10.17624263,6.421227063
96228,871.0,197.8514744,4,18.13636364,0.266666667,39,-0.255485402,1.323094334,0.074043788,0.003225041,0.00877193,6.26e-05,530.7883385,4396.291554,35.7020202,-3475.936931,0.001502352,1.458266864,144.75,0.06033966,41.8,246,17.27208013,8.83905909
276642,1441.75,215.7771776,5,40.09090909,0.222222222,58,-0.203114152,1.565354458,0.113897722,0.005568556,0.013157895,0.00019034,839.9735357,8622.179047,76.04735265,-3402.425978,0.005124002,2.361999079,228.75,0.261053652,59.88888889,254,33.03290872,13.59550562
27945,321.75,185.4782294,3,8.272727273,0.166666667,21,-0.326111111,0.811494625,0.0406993,0.001662698,0.005847953,1.09e-05,237.014883,993.815313,15.73928571,-3691.774299,0.003722349,0.916414799,61.0,-0.006349206,19.83333333,160,6.050746774,4.564586533
70686,641.25,191.9948076,4,12.72727273,0.2,32,-0.294582716,1.244442648,0.058779894,0.00244387,0.007309942,3.98e-05,428.1961839,2532.463933,24.55555556,-3624.856754,0.005648729,1.180406614,134.25,0.01038961,32.4,246,11.4039478,7.160819659
9256,228.25,174.095789,2,2.227272727,1.0,12,-0.72,0.530514914,0.025847193,0.000100355,0.002923977,4.6e-06,65.85041997,238.5086054,2.0,-4206.590754,0.007579453,0.428933708,39.5,-0.428571429,20.0,110,3.51968215,2.957804543
10081,175.0,171.8989375,2,4.295454545,0.333333333,14,-0.444722222,0.506224234,0.029982097,0.000881526,0.004385965,3.85e-06,116.0780723,331.398193,5.533333333,-4011.619292,0.003058733,0.637183126,37.5,-0.064285714,14.66666667,97,4.166696016,2.658798804
136710,1058.0,202.4368679,5,23.38636364,0.19047619,42,-0.204502394,1.378384933,0.095873817,0.004006213,0.010233918,9.63e-05,635.6288215,5103.860578,41.37402597,-3507.52402,0.000627808,1.732267203,165.0,0.210470085,41.66666667,252,19.33707374,10.00480964
139251,1094.5,208.6041839,5,21.47727273,0.133333333,42,-0.213781809,1.331622343,0.080956885,0.003225041,0.00877193,8.94e-05,691.386922,5169.772236,50.83405483,-3537.380078,0.001865624,1.524791038,193.5,0.019425019,40.8,239,14.79086346,9.127596799
14560,308.25,182.2751912,2,2.704545455,0.0,13,-0.5,0.789952308,0.031221158,0.000100355,0.002923977,8.44e-06,238.0,413.6539099,3.633333333,-4140.704293,0.002874714,0.447428546,52.0,-0.464285714,11.0,179,3.289670952,3.352073397
395064,2048.75,224.7020635,5,56.875,0.218181818,69,-0.178915125,1.735712554,0.147532364,0.007130899,0.016081871,0.000367408,1039.545171,13392.2087,102.4385693,-3440.985815,0.011063564,2.981307293,334.0,0.36516045,70.65454545,267,54.26879359,16.11433999
24435,402.5,178.0547964,3,7.0,0.333333333,21,-0.412109375,0.890631315,0.036404163,0.001662698,0.005847953,1.35e-05,217.8255184,844.3710938,9.683333333,-3729.429427,0.007216181,0.869860698,75.75,0.035714286,22.66666667,182,7.716717786,4.977770593
67718,530.25,194.3601173,4,17.65909091,0.2,34,-0.272711168,1.198569235,0.052759288,0.003225041,0.00877193,1.69e-05,367.6101081,2153.75348,34.72429654,-3218.77499,0.002614733,1.439539143,125.25,0.168925519,33.6,227,12.61442965,6.792619837
11565,250.5,174.3349643,2,2.386363636,1.0,14,-0.70703125,0.801188263,0.021894141,0.000100355,0.002923977,4.7e-06,75.41528544,295.8635609,2.0,-4120.32376,0.006812545,0.427681928,42.5,-0.466666667,24.0,179,4.126572709,3.072872039
13547,216.25,178.2402427,2,4.772727273,0.333333333,16,-0.506235828,0.74092636,0.024804797,0.000881526,0.004385965,3.28e-06,138.2905429,407.4659001,6.233333333,-3800.273106,0.008023453,0.661427499,45.5,-0.114285714,17.33333333,156,4.510381517,3.415932423
7072,166.25,170.3877012,2,2.227272727,1.0,12,-0.770975057,0.624040094,0.018016093,0.000100355,0.002923977,1.46e-06,52.60676009,175.7734933,2.0,-4087.578242,0.009436178,0.42145372,34.5,-0.377777778,20.0,136,3.531798642,2.604437798
2196,70.0,157.7868265,2,1.909090909,0.0,8,-0.5,0.158232964,0.014303021,0.000100355,0.002923977,8.35e-07,69.0,72.78367917,3.333333333,-4402.946426,0.007112889,0.389630305,20.0,-0.2,6.0,19,2.43357049,0.939576429
23744,316.5,184.1502362,3,7.954545455,0.333333333,22,-0.401325113,0.82273058,0.036575445,0.001662698,0.005847953,4.67e-06,182.7154842,739.0533522,10.38472222,-3394.983534,0.010283813,0.911154156,55.0,0.000865801,24.0,160,7.064820379,4.203985127
6656,180.25,167.6203242,2,2.068181818,1.0,12,-0.730902778,0.483752324,0.02152686,0.000100355,0.002923977,1.36e-06,50.39948344,187.7749106,2.0,-3928.230412,0.007014363,0.414790535,32.5,-0.416666667,20.0,97,3.632569331,2.505052138
11761,190.25,182.3345134,2,4.772727273,0.333333333,16,-0.521111111,0.528696144,0.025497903,0.000881526,0.004385965,1.48e-06,113.9284784,331.9679281,6.523809524,-3522.822042,0.009839814,0.679773773,43.0,-0.127777778,17.33333333,97,4.284859444,2.682604478
5604,140.0,195.2582049,2,2.386363636,0.0,11,-0.5,0.378991189,0.017671987,0.000100355,0.002923977,1.15e-06,125.0,147.3869503,3.5,-3683.401894,0.002309623,0.483645305,32.0,-0.35,9.0,71,2.734160742,1.918802037
8704,132.0,180.8251802,2,4.772727273,0.0,14,-0.333333333,0.459461644,0.02606845,0.000881526,0.004385965,5.62e-07,137.0,291.6282434,9.4,-3389.43151,0.004852529,0.676387397,38.0,-0.064285714,11.0,84,3.552374836,2.194810444
3245,84.5,168.4255397,2,1.909090909,1.0,10,-0.804444444,0.39293509,0.016903077,0.000100355,0.002923977,1.89e-07,32.74127026,89.46727555,2.0,-3904.961035,0.010687449,0.420525092,23.5,-0.314285714,16.0,78,3.060435551,1.484035244
15399,190.0,184.7580146,3,10.73863636,0.1,19,-0.281111111,0.562404009,0.040525819,0.00244387,0.007309942,6.45e-07,156.5368733,516.3820025,22.33333333,-3132.593475,0.010687449,1.153230305,41.5,0.285714286,15.4,97,6.037726104,3.011235955
9707,263.25,176.7017376,3,4.295454545,0.0,14,-0.333333333,0.714857328,0.031557925,0.000881526,0.004385965,4.75e-06,173.0,401.9740652,9.8,-3858.611502,0.004287439,0.64529212,56.25,-0.095238095,11.0,155,3.966363496,3.466332552
22464,306.0,171.4927969,3,14.31818182,0.066666667,21,-0.236111111,0.725163689,0.043480597,0.003225041,0.00877193,2.97e-06,172.1332852,518.828252,31.5952381,-4129.484993,0.004754003,1.239094016,66.75,0.416666667,16.0,136,7.480793033,4.329035648
2926,88.25,147.594479,2,1.909090909,1.0,10,-0.902777778,0.39293509,0.012812139,0.000100355,0.002923977,2.04e-07,29.43035529,55.14009387,2.0,-4952.511111,0.016055805,0.359163275,21.5,-0.25,16.0,78,3.062420206,1.51103387
22325,286.5,166.6463212,3,5.965909091,0.333333333,22,-0.421896433,0.905464393,0.033117749,0.000881526,0.004385965,2.81e-06,182.7154842,548.2504344,7.323809524,-4249.763081,0.002527279,0.60808507,88.5,-0.325396825,25.33333333,183,5.319898635,3.795772371
2926,88.25,147.594479,2,1.909090909,1.0,10,-0.902777778,0.39293509,0.012812139,0.000100355,0.002923977,2.04e-07,29.43035529,55.14009387,2.0,-4952.511111,0.016055805,0.359163275,21.5,-0.25,16.0,78,3.062420206,1.51103387
12300,216.0,156.9635592,3,5.011363636,0.333333333,17,-0.468641975,0.737773826,0.025878812,0.000881526,0.004385965,1.13e-06,118.9441976,385.5245938,6.857142857,-4367.223908,0.004188913,0.570528903,66.75,-0.194444444,18.66666667,152,4.544340158,3.381335381
5941,149.25,153.74173,2,2.386363636,0.0,12,-0.5,0.436989734,0.01932203,0.000100355,0.002923977,5.45e-07,117.0,157.6979715,3.583333333,-4611.473871,0.003157259,0.373466591,33.5,-0.416666667,10.0,84,2.930621946,2.136407728
25085,331.25,163.2416393,3,7.954545455,0.166666667,23,-0.313271605,0.974254304,0.040218611,0.001662698,0.005847953,3.66e-06,227.703584,807.8117179,14.73831169,-4192.012421,0.001679644,0.793287323,82.5,-0.004884005,22.16666667,199,6.852009602,4.485449842
18492,276.0,161.9024537,3,5.011363636,0.333333333,20,-0.468641975,0.940546439,0.029974387,0.000881526,0.004385965,2.57e-06,168.384858,531.9738714,7.2,-4327.540145,0.004202367,0.590897551,77.25,-0.25,22.66666667,199,5.458323447,3.847061677
23496,390.0,153.5700276,3,10.34090909,0.2,23,-0.310933333,0.977851427,0.041086347,0.00244387,0.007309942,3.74e-06,194.0391885,1107.93724,18.85714286,-4155.933294,0.001363462,0.923543955,72.0,0.172222222,21.6,200,8.747086735,5.615795004
31968,363.0,167.1066662,3,11.13636364,0.3,26,-0.363698765,1.015156414,0.041871843,0.00244387,0.007309942,5.02e-06,220.0230115,921.7033313,13.2,-4083.478918,0.015827078,1.016168636,84.75,0.164285714,27.3,201,9.51874638,5.522229407
12155,222.0,159.8311601,2,2.704545455,1.0,16,-0.668641975,0.895602619,0.022574099,0.000100355,0.002923977,1.72e-06,73.57588823,251.0779417,2.0,-4483.350802,0.006765455,0.390321682,44.0,-0.532467532,28.0,199,4.180412089,3.101649018
20650,294.0,161.5712444,3,5.011363636,0.666666667,22,-0.511001372,0.970212594,0.030726608,0.000881526,0.004385965,2.97e-06,134.5152852,604.0938224,4.6,-4282.09461,0.005635274,0.591349226,78.75,-0.333333333,31.66666667,201,6.567616882,4.15411042
46080,438.0,178.8552295,3,10.18181818,0.333333333,30,-0.382999496,1.067294479,0.048428297,0.001662698,0.005847953,1.08e-05,309.5415262,1240.900102,14.76767677,-3869.915724,0.007128727,0.877207514,118.5,-0.196803197,34.66666667,203,7.970736278,5.14489532
28444,398.25,174.8878923,3,5.727272727,0.666666667,23,-0.521937376,0.988642794,0.03903576,0.000881526,0.004385965,8.12e-06,178.1557403,771.3808093,4.766666667,-4016.137458,0.007128727,0.641185549,96.75,-0.347619048,33.33333333,203,6.397843213,4.467868402
5028,116.75,160.109015,2,2.386363636,0.0,11,-0.5,0.472516369,0.016804539,0.000100355,0.002923977,4.83e-07,106.0,141.9281744,3.55,-4428.792692,0.003157259,0.39297947,31.0,-0.380952381,9.0,97,2.698124971,2.007840918
