EHCC Value,Improved Gravity Index Values,Eigenvector Centrality,PageRank Centrality,Global Relative Change in Avg Degree,Node H-Index,Closeness Centrality,Coreness Centrality,I-GSM Values,Volume Centrality,Laplacian Centrality,EIGSM Values,HCC Value,Clustering Coefficient,Local Gravity Model Centrality,CLC Values,Global Relative Change in Avg Clustering,MCGM Values,Leverage Centrality,GSM,Eccentricity Centrality,Extended Improved Gravity Index Values,Extended Degree,Societal Capital Scores,DNC Scores
1.058861789,11.5,0.000971448,0.000792754,0.000570652,2,6.05e-05,4,32.35419789,11,14,72.50654515,0.31300813,0.0,8,29.0,0.000963391,0.440926563,0.0,157.3331444,0.02173913,33.0,2.8,6,2.0
1.511869919,16.5,0.000481028,0.000767612,0.000570652,2,6.27e-05,4,36.42472612,15,18,79.29226737,0.401788618,0.0,12,48.0,0.000963391,0.575856591,-0.166666667,163.497651,0.022222222,40.0,3.6,8,2.0
2.260325203,21.5,0.00064894,0.000720094,0.000570652,2,6.34e-05,4,40.70643424,22,20,93.86876896,0.679512195,0.0,14,67.0,0.000963391,0.698436183,-0.266666667,168.9187211,0.022222222,59.0,4.0,9,2.0
1.86504065,18.0,0.00036645,0.000746478,0.000570652,2,6.2e-05,4,36.8009951,18,18,83.54425418,0.535121951,0.0,12,51.0,0.000963391,0.604529156,-0.166666667,162.9366145,0.02173913,47.5,3.6,8,2.0
1.147642276,12.5,0.000524932,0.000765636,0.000570652,2,6.78e-05,4,37.71963503,13,14,86.81123251,0.31300813,0.0,8,40.0,0.000963391,0.455945835,0.0,172.3600235,0.023255814,43.0,2.8,6,2.0
1.929430894,18.5,0.000673226,0.0007244,0.000570652,2,7.23e-05,4,42.23424053,19,18,97.82302018,0.515121951,0.0,12,55.0,0.009456414,0.618382563,-0.166666667,181.831499,0.023809524,50.5,3.6,8,2.166666667
1.59398374,17.5,0.000596285,0.000759156,0.000570652,2,6.99e-05,4,38.74374359,17,18,86.80981602,0.401788618,0.0,12,48.0,0.009456414,0.59733843,-0.166666667,173.920658,0.023809524,42.5,3.6,8,2.166666667
2.138211382,19.5,0.000556032,0.000715711,0.000570652,2,7.46e-05,4,45.05627331,21,18,106.2899509,0.535121951,0.0,12,58.0,0.000963391,0.636997227,-0.166666667,187.6309458,0.024390244,59.0,3.6,8,2.0
1.058861789,11.5,0.000247217,0.000797121,0.000570652,2,6.79e-05,4,34.04306915,11,14,75.69763067,0.31300813,0.0,8,27.0,0.000963391,0.432761562,0.0,167.3738193,0.023255814,32.5,2.8,6,2.0
4.731544715,36.5,0.001024676,0.001265816,0.002104696,2,7.44e-05,8,55.62608017,34,46,208.0316994,1.08796748,0.166666667,52,121.8933684,0.063583581,1.803892235,0.138888889,196.8419192,0.023809524,132.5,7.6,17,5.1
2.022439024,23.5,5.88e-05,0.000756968,0.000570652,2,6.7e-05,4,37.38673997,23,22,83.30033128,0.610569106,0.0,16,66.0,0.000963391,0.740783215,-0.333333333,163.431681,0.024390244,56.0,4.4,10,2.0
1.740650407,17.5,5.19e-05,0.000772233,0.000570652,2,6.72e-05,4,34.60470662,17,18,76.97593475,0.535121951,0.0,12,49.0,0.000963391,0.590637333,-0.166666667,162.6743951,0.024390244,45.5,3.6,8,2.0
1.400487805,19.0,6.3e-07,0.000811353,0.000570652,2,5.53e-05,4,26.08319444,20,18,57.32066053,0.401788618,0.0,12,46.0,0.009456414,0.620007876,-0.166666667,133.8088346,0.023255814,47.0,3.6,8,2.166666667
3.25804878,33.0,9.44e-08,0.001836165,0.002871718,2,5.03e-05,10,30.08339458,27,56,128.324962,0.685691057,0.1,65,95.91276631,0.029611491,2.047501838,0.329365079,127.8521917,0.022222222,125.0,8.2,18,5.5
2.12601626,26.0,8.33e-08,0.001176099,0.001337674,2,5.01e-05,5,26.26661189,22,32,79.25850861,0.563739837,0.333333333,30,60.18863009,0.029611491,1.02500119,0.035714286,122.1166391,0.022222222,73.25,5.8,13,3.266666667
1.504715447,23.0,2.56e-08,0.000810385,0.000570652,2,4.81e-05,4,24.81128596,22,22,51.05828197,0.457235772,0.0,16,60.0,0.0043606,0.730000339,-0.314285714,118.6301377,0.02173913,47.5,4.4,10,2.1
1.431544715,20.5,2.56e-08,0.000825745,0.000570652,2,4.78e-05,4,22.36892361,20,20,47.0103285,0.432845528,0.0,14,53.0,0.0043606,0.670000328,-0.214285714,115.315074,0.02173913,44.5,4.0,9,2.1
1.431544715,20.5,2.52e-08,0.000821794,0.000570652,2,4.79e-05,4,22.90934502,20,20,48.30480037,0.432845528,0.0,14,53.0,0.0043606,0.670000324,-0.214285714,116.3833622,0.02173913,44.5,4.0,9,2.1
0.754634146,5.25,2.08e-08,0.000477538,0.000196369,1,4.76e-05,2,17.2063185,12,8,26.26661189,0.190894309,0.0,3,26.0,0.034935482,0.165000135,-0.5,110.7560528,0.02173913,26.0,1.8,4,1.333333333
1.058861789,11.5,8.05e-09,0.000868566,0.000570652,2,4.56e-05,4,16.92693391,11,14,38.55790517,0.31300813,0.0,8,25.0,0.000963391,0.43000009,0.0,107.2207941,0.021276596,31.5,2.8,6,2.0
1.058861789,11.5,6.77e-09,0.000859526,0.000570652,2,4.58e-05,4,18.22140579,11,14,40.62922291,0.31300813,0.0,8,26.0,0.000963391,0.430000076,0.0,109.9698536,0.021276596,32.0,2.8,6,2.0
0.552682927,4.0,2.06e-09,0.000498346,0.000196369,1,4.4e-05,2,15.5756552,7,8,20.97488739,0.190894309,0.0,3,18.0,0.000963391,0.140000013,-0.5,104.1559524,0.020833333,14.5,1.8,4,1.0
1.043252033,13.0,2.1e-10,0.000892677,0.000570652,2,3.94e-05,4,15.90538236,11,16,33.46501803,0.337398374,0.0,10,29.0,0.000963391,0.470000002,-0.1,94.63653613,0.02,28.0,3.2,7,2.0
0.583739837,4.25,8.76e-11,0.000504843,0.000196369,1,3.84e-05,2,12.81512451,8,8,17.74209126,0.190894309,0.0,3,18.0,0.000963391,0.145000001,-0.5,89.62935773,0.019607843,16.5,1.8,4,1.0
0.552682927,4.0,1.36e-10,0.000527578,0.000196369,1,3.92e-05,2,12.24012236,7,8,15.89072814,0.190894309,0.0,3,15.0,0.000963391,0.140000001,-0.5,89.96494811,0.02,13.0,1.8,4,1.0
2.817886179,20.5,0.02986366,0.001044243,0.001337674,2,7.13e-05,6,45.52053713,20,26,139.8830399,0.577235772,0.0,21,62.0,0.034935482,1.4082411,0.133333333,186.1531259,0.023809524,66.0,4.6,10,3.333333333
1.498536585,8.25,0.027335394,0.000873821,0.000570652,2,6.23e-05,3,38.31545254,15,18,82.8968893,0.348455285,0.0,12,53.0,0.000963391,0.68931407,-0.166666667,163.3263502,0.022222222,40.5,3.6,8,2.0
1.290081301,6.25,0.025523163,0.000449395,0.000196369,1,6.22e-05,2,36.56166358,13,10,55.62708356,0.275284553,0.0,4,45.0,0.000963391,0.403213725,-0.6,162.4088008,0.022222222,36.5,2.2,5,1.0
1.132520325,4.75,0.000530928,0.000451415,0.000196369,1,6.22e-05,2,32.98389148,10,8,48.85547387,0.190894309,0.0,3,29.0,0.000963391,0.15839241,-0.5,160.5144812,0.021276596,27.0,1.8,4,1.0
1.647479675,15.0,0.00039229,0.000776941,0.000570652,2,6.72e-05,4,36.95388708,15,16,82.85385068,0.344065041,0.0,10,39.0,0.000963391,0.524615164,-0.1,169.428477,0.022727273,42.5,3.2,7,2.0
3.268455285,26.0,0.000811564,0.000672037,0.000570652,2,7.07e-05,4,45.96507931,25,24,115.843054,0.941626016,1.0,18,37.15582356,0.063583581,0.790116514,-0.380952381,181.1610979,0.023255814,83.5,4.8,11,2.266666667
2.113821138,19.0,0.000301751,0.000728532,0.000570652,2,7.03e-05,4,40.78938265,20,18,92.94015839,0.535121951,0.0,12,55.0,0.009456414,0.623754678,-0.166666667,176.798727,0.023255814,52.5,3.6,8,2.166666667
1.856260163,16.0,0.000179057,0.00074107,0.000570652,2,6.76e-05,4,37.31407822,17,16,87.67092303,0.490731707,0.0,10,48.0,0.000963391,0.542127472,-0.1,169.3458941,0.022727273,51.5,3.2,7,2.0
1.587317073,17.5,1.37e-05,0.000816992,0.000570652,2,6.36e-05,4,30.79512889,17,18,66.34541259,0.448455285,0.0,12,44.0,0.000963391,0.580167349,-0.166666667,151.8228241,0.023809524,42.0,3.6,8,2.0
0.996747967,6.25,1.27e-05,0.000463665,0.000196369,1,6.27e-05,2,27.57199761,13,10,39.76047456,0.275284553,0.0,4,32.0,0.000963391,0.195088118,-0.6,147.0786993,0.023809524,28.0,2.2,5,1.0
1.33203252,14.0,3.94e-06,0.000832156,0.000570652,2,6.08e-05,4,26.58493804,13,16,56.85079362,0.417398374,0.0,10,31.0,0.000963391,0.500046007,-0.1,143.8578171,0.023255814,33.0,3.2,7,2.0
1.307642276,13.5,3.27e-06,0.000835603,0.000570652,2,6e-05,4,25.12526314,12,16,53.98414835,0.417398374,0.0,10,27.0,0.000963391,0.490037953,-0.1,140.7639955,0.023809524,29.0,3.2,7,2.0
1.347642276,13.5,1.1e-05,0.000824941,0.000570652,2,6.34e-05,4,27.92848362,12,16,59.21615319,0.424065041,0.0,10,29.0,0.000963391,0.490127732,-0.1,149.5575567,0.024390244,30.0,3.2,7,2.0
1.589756098,14.5,0.009492007,0.000761899,0.000570652,2,5.91e-05,4,35.49308755,14,16,81.35247369,0.490731707,0.0,10,44.0,0.000963391,0.626549541,-0.1,158.6285769,0.021276596,42.0,3.2,7,2.0
1.669593496,17.0,0.001126141,0.000748007,0.000570652,2,5.86e-05,4,33.79061574,16,18,76.25722259,0.515121951,0.0,12,46.0,0.000963391,0.593828777,-0.2,154.6002951,0.020833333,42.0,3.6,8,2.0
2.297886179,20.5,0.001230684,0.001090303,0.001337674,2,5.8e-05,6,36.22734633,20,26,110.4396625,0.563902439,0.0,21,55.0,0.000963391,0.930987447,0.133333333,157.6582807,0.020408163,64.5,4.6,10,3.0
1.22097561,13.5,0.000336263,0.000812381,0.000570652,2,5.5e-05,4,28.19338928,12,16,60.13004847,0.344065041,0.0,10,32.0,0.000963391,0.493905078,-0.1,143.327854,0.02,31.5,3.2,7,2.0
2.866341463,29.5,0.001858334,0.000715638,0.000570652,2,6.68e-05,4,49.7640272,32,24,115.8141931,0.73495935,0.0,18,102.0,0.002661996,0.896491679,-0.35,181.4532845,0.02173913,86.5,4.8,11,2.066666667
0.894796748,4.5,0.000589617,0.00045276,0.000196369,1,6.06e-05,2,31.03502263,9,8,45.15486368,0.190894309,0.0,3,26.0,0.000963391,0.153733923,-0.5,155.3551889,0.020833333,24.5,1.8,4,1.0
2.046829268,11.5,0.001353759,0.00082966,0.000570652,1,6.61e-05,3,44.49321099,25,20,100.4711113,0.539512195,0.0,14,83.0,0.002661996,0.524715911,-0.083333333,175.6805531,0.02173913,65.5,4.0,9,2.066666667
3.918699187,33.0,0.000142625,0.001380383,0.002104696,2,6.5e-05,7,43.21279806,30,44,158.1841874,0.956910569,0.0,48,121.0,0.000963391,1.622609842,0.219047619,167.8216272,0.022222222,100.75,7.2,16,4.0
2.28,25.5,0.000216593,0.000713519,0.000570652,2,6.57e-05,4,41.56190384,27,22,96.0237114,0.630569106,0.0,16,85.0,0.000963391,0.792943783,-0.25,169.1681351,0.022222222,68.0,4.4,10,2.0
3.03495935,31.0,0.000149085,0.000676044,0.000570652,2,6.51e-05,4,43.14217478,32,26,104.4034334,0.859349593,0.0,20,106.0,0.000963391,0.922024716,-0.416666667,167.5116293,0.022222222,85.0,5.2,12,2.0
3.448617886,25.0,5.07e-05,0.001043873,0.001337674,2,6.12e-05,6,35.77404868,26,28,113.0635104,0.848292683,0.0,24,74.0,0.000963391,1.038287845,0.085714286,154.8032092,0.02173913,81.5,5.0,11,3.0
2.444552846,20.5,8.24e-05,0.000718538,0.000570652,2,6.64e-05,4,37.08727764,20,20,92.58372458,0.679512195,0.0,14,67.0,0.000963391,0.64092549,-0.266666667,164.6694661,0.022727273,66.5,4.0,9,2.0
1.232195122,6.75,3.58e-05,0.000437674,0.000196369,1,6.09e-05,2,28.98477647,15,10,43.21279806,0.275284553,0.0,4,34.0,0.000963391,0.205251604,-0.6,148.1374075,0.02173913,33.0,2.2,5,1.0
2.768943089,25.0,2.54e-05,0.000719332,0.000570652,2,5.9e-05,4,34.65373956,26,22,79.19514739,0.830569106,0.0,16,79.0,0.0043606,0.770341543,-0.314285714,148.7774001,0.021276596,63.5,4.4,10,2.1
2.757886179,23.5,3.38e-05,0.000706817,0.000570652,2,5.95e-05,4,35.19697274,26,20,83.97806917,0.812845528,0.0,14,71.0,0.009456414,0.730445197,-0.266666667,151.5793898,0.021276596,69.0,4.0,9,2.166666667
1.403089431,8.25,1.27e-05,0.000423611,0.000196369,1,5.62e-05,2,28.76706872,18,12,43.4210987,0.31300813,0.0,5,53.0,0.0043606,0.245096205,-0.666666667,139.6990461,0.020833333,38.5,2.6,6,1.1
0.601300813,4.25,1.1e-06,0.000983601,0.000570652,1,5.61e-05,2,22.28514115,8,12,49.39768909,0.135284553,0.0,6,21.0,0.000963391,0.202508782,0.166666667,131.6009156,0.02173913,13.0,2.4,5,2.0
0.215121951,2.5,2.76e-07,0.000561796,0.000196369,1,5.3e-05,1,17.27864643,4,6,22.28514115,0.079837398,0.0,2,9.0,0.000963391,0.07500145,-0.333333333,120.041019,0.021276596,4.25,1.4,3,1.0
0.86097561,6.75,3.14e-07,0.000902806,0.000570652,2,5.29e-05,3,19.55425284,12,16,40.13042863,0.264065041,0.0,10,26.0,0.000963391,0.330002887,-0.1,118.8953282,0.023255814,23.25,3.2,7,2.0
1.422601626,18.0,1.17e-06,0.001272445,0.001337674,2,5.59e-05,5,23.61085099,15,26,65.10787638,0.410569106,0.0,21,38.0,0.000963391,0.77501669,0.133333333,128.8220085,0.023809524,37.75,4.6,10,3.0
0.630081301,5.25,8.39e-08,0.00094152,0.000570652,2,5.02e-05,2,16.51957764,9,14,34.35530045,0.186341463,0.0,8,19.0,0.000963391,0.240000702,0.0,110.2520742,0.022727273,11.75,2.8,6,2.0
1.398211382,17.5,3.38e-07,0.001308179,0.001337674,2,5.31e-05,5,21.73326413,14,26,59.15682208,0.410569106,0.0,21,37.0,0.000963391,0.762504779,0.133333333,121.618432,0.023255814,36.75,4.6,10,3.0
1.06097561,13.5,4.06e-06,0.000872937,0.000570652,2,5.91e-05,4,23.82035941,12,16,49.40369192,0.337398374,0.0,10,27.0,0.000963391,0.480046792,-0.1,136.1730114,0.024390244,29.0,3.2,7,2.0
0.53902439,5.0,2.24e-08,0.000966524,0.000570652,2,4.77e-05,2,14.80104761,8,14,29.99077102,0.179674797,0.0,8,17.0,0.000963391,0.225000185,0.0,103.2946372,0.022222222,10.25,2.8,6,2.0
1.06097561,13.5,9.05e-08,0.000895427,0.000570652,2,5.05e-05,4,18.8929673,12,16,39.04750185,0.337398374,0.0,10,27.0,0.000963391,0.480001043,-0.1,114.8135189,0.022727273,29.0,3.2,7,2.0
0.730081301,5.25,8.99e-08,0.000999738,0.000570652,1,5.03e-05,3,16.65300378,9,14,34.56035931,0.239674797,0.0,8,20.0,0.000963391,0.277500783,0.066666667,112.13388,0.022727273,20.25,2.8,6,2.0
0.319512195,2.75,2.24e-08,0.000568537,0.000196369,1,4.78e-05,1,12.82709518,5,6,16.65300378,0.079837398,0.0,2,9.0,0.000963391,0.085000122,-0.333333333,103.3012247,0.022222222,5.25,1.4,3,1.0
0.994471545,11.0,6.71e-09,0.00087911,0.000570652,2,4.54e-05,4,16.18898156,10,14,36.76482842,0.31300813,0.0,8,24.0,0.000963391,0.420000075,0.0,105.8251545,0.021276596,28.0,2.8,6,2.0
0.894308943,6.75,6.01e-11,0.000960965,0.000570652,1,3.84e-05,3,15.23707813,12,16,31.63751804,0.324065041,0.0,10,33.0,0.000963391,0.330000001,0.0,90.70846221,0.019607843,27.0,3.2,7,2.0
0.974146341,8.0,6.03e-11,0.000932333,0.000570652,2,3.84e-05,3,16.31554099,14,18,32.54695022,0.348455285,0.0,12,36.0,0.000963391,0.375000001,-0.166666667,90.95870294,0.019607843,28.0,3.6,8,2.0
0.987804878,11.0,0.001746192,0.000848087,0.000570652,2,5.47e-05,4,25.16650274,10,14,55.14866432,0.31300813,0.0,8,26.0,0.000963391,0.439600959,0.0,135.5362367,0.020833333,29.0,2.8,6,2.0
1.174146341,15.0,0.001157537,0.000828444,0.000570652,2,5.2e-05,4,25.28609621,15,16,59.83037481,0.337398374,0.0,10,37.0,0.000963391,0.523668131,-0.1,128.928539,0.020408163,40.5,3.2,7,2.0
0.565691057,5.0,0.001547847,0.000969142,0.000570652,2,5.44e-05,2,22.7954433,8,14,47.26602159,0.166341463,0.0,8,18.0,0.000963391,0.245498749,0.0,131.0711362,0.020833333,10.5,2.8,6,2.0
2.375934959,21.0,2.69e-05,0.000730383,0.000570652,2,5.9e-05,4,35.77672278,21,20,82.21219139,0.679512195,0.0,14,69.0,0.000963391,0.670343452,-0.214285714,153.8307216,0.020833333,56.0,4.0,9,2.0
1.354308943,7.75,1.3e-05,0.000422953,0.000196369,1,5.8e-05,2,31.61117047,16,12,47.08482404,0.31300813,0.0,5,51.0,0.000963391,0.235096543,-0.666666667,147.8058683,0.020833333,36.5,2.6,6,1.0
2.351544715,19.5,5.56e-05,0.000723753,0.000570652,2,6.05e-05,4,35.12736735,21,18,83.84207157,0.655121951,0.0,12,60.0,0.000963391,0.630693775,-0.166666667,155.6585897,0.021276596,57.5,3.6,8,2.0
2.168130081,14.25,0.00091297,0.001653248,0.002104696,3,5.2e-05,5,30.96178489,24,42,104.1845928,0.525853659,0.0,44,78.0,0.000963391,1.089210449,0.19047619,130.249695,0.020408163,55.75,6.8,15,4.0
1.349593496,16.0,3.52e-06,0.000802504,0.000570652,2,5.37e-05,4,29.16367547,17,16,65.51627136,0.384065041,0.0,10,40.0,0.000963391,0.540041732,-0.1,139.9501625,0.019607843,46.0,3.2,7,2.0
0.825528455,5.75,3.75e-06,0.000941918,0.000570652,1,5.35e-05,3,25.60676087,11,14,55.89996756,0.239674797,0.0,8,26.0,0.000963391,0.29253296,0.066666667,136.4438996,0.019607843,27.75,2.8,6,2.0
1.862113821,24.5,1.05e-06,0.001166949,0.001337674,2,5.11e-05,6,29.74337867,22,30,82.35417235,0.50601626,0.0,27,66.0,0.000963391,1.037516282,0.019047619,132.5636076,0.019230769,62.5,5.4,12,3.0
1.573495935,20.0,3.12e-07,0.001213737,0.001337674,2,4.86e-05,5,24.68811017,19,26,72.34392892,0.417235772,0.0,21,50.0,0.000963391,0.83750451,0.133333333,122.0472839,0.018867925,51.75,4.6,10,3.0
2.259349593,26.5,3.41e-07,0.001584178,0.002104696,2,4.87e-05,7,28.50238671,23,40,99.19238204,0.554796748,0.0,40,78.0,0.000963391,1.365006017,0.269047619,125.7395937,0.018867925,75.75,6.4,14,4.0
0.847642276,6.75,8.41e-08,0.000908296,0.000570652,2,4.63e-05,3,19.57015979,12,16,40.57543448,0.264065041,0.0,10,29.0,0.000963391,0.330000768,-0.1,112.1409277,0.018518519,25.0,3.2,7,2.0
1.318211382,20.5,1.11e-07,0.000831254,0.000570652,2,4.63e-05,4,23.03039045,20,20,50.68100145,0.386178862,0.0,14,50.0,0.000963391,0.640001398,-0.266666667,114.2350818,0.018518519,46.5,4.0,9,2.0
0.830081301,6.25,8.57e-08,0.00048158,0.000196369,1,4.64e-05,2,19.73991276,13,10,28.50238671,0.275284553,0.0,4,29.0,0.000963391,0.19500059,-0.6,113.1747561,0.018518519,26.5,2.2,5,1.0
2.152682927,26.5,1.31e-07,0.001614766,0.002104696,2,4.64e-05,6,25.99289129,23,40,91.23925086,0.514796748,0.0,40,73.0,0.000963391,1.290002274,0.25,116.831033,0.018518519,63.75,6.4,14,4.0
1.396097561,18.5,9.29e-08,0.000844641,0.000570652,2,4.66e-05,4,23.71619932,19,18,51.81611222,0.408455285,0.0,12,44.0,0.000963391,0.600001139,-0.166666667,117.7910258,0.018518519,46.0,3.6,8,2.0
0.565691057,5.0,2.27e-08,0.000986711,0.000570652,2,4.41e-05,2,15.88732431,8,14,32.4322285,0.166341463,0.0,8,17.0,0.000963391,0.232500187,0.0,103.6076345,0.018181818,10.25,2.8,6,2.0
0.381463415,3.5,6.08e-09,0.001075676,0.000570652,1,4.22e-05,2,12.8620687,5,12,26.50929347,0.135284553,0.0,6,11.0,0.000963391,0.172500047,0.166666667,96.672716,0.017857143,7.5,2.4,5,2.0
0.215121951,2.5,1.53e-09,0.000601012,0.000196369,1,4.04e-05,1,10.62196916,4,6,12.8620687,0.079837398,0.0,2,6.0,0.000963391,0.075000008,-0.333333333,90.27307321,0.01754386,3.5,1.4,3,1.0
0.583739837,4.25,4e-06,0.000500223,0.000196369,1,4.53e-05,2,15.32719791,8,8,20.4965887,0.190894309,0.0,3,15.0,0.000963391,0.145024964,-0.5,105.3400007,0.018867925,16.0,1.8,4,1.0
0.563577236,4.0,1.67e-08,0.001013006,0.000570652,1,4.27e-05,2,15.5956581,7,12,34.14829058,0.135284553,0.0,6,15.0,0.000963391,0.195000131,0.166666667,103.2385468,0.017857143,10.75,2.4,5,2.0
1.067642276,13.5,1.28e-08,0.000893536,0.000570652,2,4.76e-05,4,20.19172843,12,16,42.1125671,0.337398374,0.0,10,26.0,0.000963391,0.480000146,-0.1,115.8951075,0.019607843,28.5,3.2,7,2.0
0.736747967,5.25,1.09e-08,0.000985251,0.000570652,1,4.53e-05,3,17.62996443,9,14,37.06914705,0.239674797,0.0,8,21.0,0.000963391,0.277500094,0.066666667,109.6402411,0.018867925,20.75,2.8,6,2.0
2.530243902,22.5,2.15e-08,0.002060937,0.002871718,2,4.39e-05,7,24.30338905,18,48,107.7095869,0.554796748,0.0,45,66.0,0.000963391,1.382500393,0.476190476,113.0529957,0.018181818,67.25,6.6,14,5.0
1.029593496,8.5,3.54e-08,0.000906458,0.000570652,2,4.43e-05,3,19.98279155,16,18,41.40690677,0.348455285,0.0,12,38.0,0.000963391,0.390000343,-0.166666667,107.159214,0.018181818,31.75,3.6,8,2.0
0.998536585,8.25,3.54e-08,0.00092673,0.000570652,2,4.43e-05,3,19.72368215,15,18,40.22240667,0.348455285,0.0,12,37.0,0.000963391,0.38250034,-0.166666667,107.0257523,0.018181818,30.5,3.6,8,2.0
1.396097561,19.5,2.88e-08,0.000851024,0.000570652,2,4.48e-05,4,23.31372552,18,20,48.01958837,0.432845528,0.0,14,51.0,0.000963391,0.620000356,-0.214285714,113.2726432,0.018181818,41.0,4.0,9,2.0
0.650081301,5.25,9.55e-09,0.000986354,0.000570652,2,4.24e-05,2,15.41401549,9,14,32.29102307,0.166341463,0.0,8,20.0,0.000963391,0.240000079,0.0,99.10096773,0.017857143,12.0,2.8,6,2.0
0.563577236,4.0,9.5e-09,0.001035928,0.000570652,1,4.23e-05,2,14.22951538,7,12,31.06734255,0.135284553,0.0,6,16.0,0.000963391,0.195000075,0.166666667,98.76731342,0.017857143,10.75,2.4,5,2.0
0.381463415,3.5,2.56e-09,0.001074773,0.000570652,1,4.06e-05,2,12.30823152,5,12,25.51819891,0.135284553,0.0,6,12.0,0.000963391,0.17250002,0.166666667,92.62110014,0.01754386,7.75,2.4,5,2.0
0.215121951,2.5,6.44e-10,0.000600969,0.000196369,1,3.89e-05,1,10.10418343,4,6,12.30823152,0.079837398,0.0,2,6.0,0.000963391,0.075000003,-0.333333333,86.62237128,0.017241379,3.5,1.4,3,1.0
1.488943089,11.0,0.00026265,0.001304988,0.001337674,2,4.94e-05,3,25.37833495,20,28,70.25610098,0.421626016,0.0,24,53.0,0.000963391,0.623213834,0.085714286,119.3646817,0.02,28.25,5.0,11,3.0
0.929756098,7.25,0.000242738,0.000969873,0.000570652,1,4.93e-05,2,21.74035758,14,16,46.56634319,0.324065041,0.0,10,34.0,0.000963391,0.309686808,0.0,117.6642363,0.02,17.25,3.2,7,2.0
1.280487805,8.0,0.000259973,0.001432626,0.001337674,1,4.93e-05,3,22.40202824,14,24,64.32575224,0.372845528,0.0,18,41.0,0.000963391,0.482931843,0.285714286,118.3315449,0.02,22.75,4.2,9,3.0
1.174146341,16.0,0.013915839,0.000839335,0.000570652,2,6.41e-05,4,35.52963837,14,18,75.74184228,0.361788618,0.0,12,38.0,0.000963391,0.717204944,-0.2,162.80919,0.022727273,35.0,3.6,8,2.0
1.276260163,13.0,0.0066561,0.001295582,0.001337674,2,6.12e-05,5,30.82508307,11,22,92.43482888,0.361788618,0.0,15,30.0,0.000963391,0.716574037,0.3,154.2160043,0.022222222,36.5,3.8,8,3.0
0.552682927,4.0,0.001659681,0.000509939,0.000196369,1,5.76e-05,2,23.55415281,7,8,30.82508307,0.190894309,0.0,3,15.0,0.000963391,0.150416564,-0.5,138.7899393,0.02173913,13.0,1.8,4,1.0
0.641463415,4.5,0.012256158,0.000473766,0.000196369,1,6.35e-05,2,31.30105055,9,8,44.91675921,0.190894309,0.0,3,23.0,0.000963391,0.236180996,-0.5,158.4391326,0.022727273,22.0,1.8,4,1.0
1.171869919,15.5,2.09e-13,0.000823225,0.000570652,2,3.49e-05,4,18.35783773,16,16,42.15672414,0.337398374,0.0,10,39.0,0.000963391,0.52,-0.1,87.37214288,0.02173913,43.0,3.2,7,2.0
0.952195122,5.75,1.06e-14,0.00089264,0.000570652,2,3.17e-05,2,14.05183094,11,14,31.53483283,0.286341463,0.0,8,25.0,0.000963391,0.255,0.0,76.07308219,0.020408163,15.25,2.8,6,2.0
0.956422764,7.25,1.14e-14,0.000873975,0.000570652,2,3.17e-05,2,15.59928423,14,16,34.1989329,0.264065041,0.0,10,32.0,0.000963391,0.3075,-0.1,76.71316085,0.020408163,17.75,3.2,7,2.0
0.896422764,7.25,1.14e-14,0.000891108,0.000570652,2,3.17e-05,2,15.44928368,14,16,33.84796111,0.264065041,0.0,10,32.0,0.000963391,0.3075,-0.1,76.48436932,0.020408163,17.75,3.2,7,2.0
1.036422764,7.25,2.01e-13,0.000871785,0.000570652,2,3.47e-05,3,16.30369874,14,16,35.64850951,0.317398374,0.0,10,32.0,0.000963391,0.345,-0.1,84.10162637,0.02173913,28.75,3.2,7,2.0
0.914308943,6.75,5.39e-14,0.000921454,0.000570652,2,3.36e-05,2,14.25606187,12,16,29.49316685,0.277398374,0.0,10,26.0,0.000963391,0.2925,-0.1,78.43731296,0.021276596,14.25,3.2,7,2.0
1.018861789,11.5,5.72e-12,0.000872368,0.000570652,2,3.84e-05,4,15.68992467,11,14,35.1607496,0.31300813,0.0,8,26.0,0.000963391,0.43,0.0,91.81100015,0.023255814,31.0,2.8,6,2.0
0.714471545,5.5,1.86e-13,0.000914283,0.000570652,2,3.46e-05,2,13.77757579,10,14,30.05466505,0.186341463,0.0,8,23.0,0.000963391,0.2475,0.0,81.04713255,0.02173913,13.75,2.8,6,2.0
1.067642276,13.5,2.09e-11,0.000874637,0.000570652,2,3.98e-05,4,16.502403,12,16,34.87660013,0.337398374,0.0,10,28.0,0.000963391,0.48,-0.1,94.3217945,0.023809524,29.5,3.2,7,2.0
0.736747967,5.25,2.07e-11,0.000980809,0.000570652,1,3.96e-05,3,14.11575704,9,14,29.67141736,0.239674797,0.0,8,21.0,0.000963391,0.2775,0.066666667,91.60907796,0.023809524,20.75,2.8,6,2.0
0.319512195,2.75,5.17e-12,0.000560904,0.000196369,1,3.8e-05,1,10.4847419,5,6,14.11575704,0.079837398,0.0,2,9.0,0.000963391,0.085,-0.333333333,84.37234638,0.023255814,5.25,1.4,3,1.0
1.227479675,12.0,1.49e-07,0.00137649,0.001337674,2,5.4e-05,5,18.69543655,9,22,53.8336131,0.361788618,0.0,15,27.0,0.000963391,0.600001968,0.3,119.3722592,0.029411765,31.0,3.8,8,3.0
