Centrality Values,Degree Centrality,Laplacian Centrality,EHCC Value,LGC Scores,Semi local centrality,I-GSM Values,Societal Capital Scores,Global Relative Change in Avg Degree,DIL Centrality,Second order centrality,HCC Value,Extended Improved Gravity Index Values,Eigenvector Centrality,Improved Gravity Index Values,Node H-Index,Constraint Coefficients,Leverage Centrality,Volume Centrality,Global Relative Change in Avg Clustering,Density Centrality,P Value,MCGM Values,Clustering Coefficient,H Values
2.1,0.000879507,6,0.125755167,93,6,18.39873836,3,0.000193033,1.0,-16846.19283,0.046422893,3.5,1.57e-09,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025951561,0.0,1.57e-09
7.1,0.001759015,16,0.414944356,888,27,29.616252,7,0.000493441,2.75,-13965.99573,0.147535771,12.5,1.26e-07,6.5,1,-0.5,0.0,11,0.000879507,1.75,9,0.096021325,0.0,2.52e-07
5.7,0.000879507,10,0.341494436,510,22,28.95078805,5,0.000193033,1.0,-13968.7659,0.120508744,9.5,1.2e-07,5.75,1,-1.0,-0.6,11,0.000879507,0.556818182,9,0.051903499,0.0,1.2e-07
2.1,0.000879507,6,0.125755167,99,8,19.80202906,3,0.000193033,1.0,-15343.73463,0.046422893,4.0,5.08e-09,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025951571,0.0,5.08e-09
5.6,0.001759015,12,0.286804452,396,14,24.48807001,5,0.000493441,2.5,-13837.48823,0.079332273,10.25,2.38e-08,4.0,1,-0.5,0.166666667,7,0.000879507,1.431818182,2,0.064878991,0.0,4.76e-08
7.7,0.001759015,18,0.479014308,1170,32,32.27091177,8,0.000493441,3.25,-12149.04739,0.161049285,14.25,1.06e-07,7.75,2,-0.5,-0.166666667,13,0.000879507,1.909090909,9,0.114187352,0.0,2.13e-07
5.6,0.000879507,10,0.359141494,535,24,30.52578094,5,0.000193033,1.0,-12155.41527,0.120508744,10.25,1.01e-07,5.75,1,-1.0,-0.6,11,0.000879507,0.556818182,9,0.053633547,0.0,1.01e-07
16.8,0.00351803,36,1.249284579,3726,62,40.58688301,12,0.00186639,10.75,-10188.22892,0.23863275,49.75,4.76e-07,10.25,2,-0.25,0.383333333,17,0.000879507,6.363636364,13,0.294121162,0.0,2.38e-06
24.52857143,0.00351803,42,2.574880763,6888,100,53.2334883,15,0.00186639,16.6,-7760.980379,0.608585056,98.75,1.92e-06,30.5,2,-0.25,0.202380952,28,0.000879507,7.0,69,0.503476295,0.0,1.35e-05
5.6,0.000879507,10,0.359141494,535,24,30.52578094,5,0.000193033,1.0,-12155.41527,0.120508744,10.25,1.01e-07,5.75,1,-1.0,-0.6,11,0.000879507,0.556818182,9,0.053633547,0.0,1.01e-07
5.821428571,0.000879507,8,0.29682035,376,23,33.95020553,4,0.000193033,1.0,-12310.93939,0.077583466,12.0,4.82e-07,4.75,1,-1.0,-0.5,10,0.000879507,0.477272727,4,0.044984187,0.0,4.82e-07
4.914285714,0.000879507,6,0.29745628,243,21,27.64059346,3,0.000193033,1.0,-12537.77149,0.046422893,11.5,2.87e-08,3.5,1,-1.0,-0.333333333,8,0.000879507,0.397727273,1,0.034602168,0.0,2.87e-08
3.5,0.000879507,6,0.193958665,150,10,22.42588545,3,0.000193033,1.0,-15459.72667,0.046422893,6.5,2.69e-08,3.0,1,-1.0,-0.333333333,6,0.000879507,0.397727273,1,0.029411841,0.0,2.69e-08
2.1,0.000879507,6,0.125755167,96,7,16.7858077,3,0.000193033,1.0,-16965.25585,0.046422893,3.75,2.83e-10,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025951558,0.0,2.83e-10
4.9,0.001759015,12,0.243879173,342,13,20.53179733,5,0.000493441,2.5,-15616.20293,0.079332273,9.0,1.41e-09,3.75,1,-0.5,0.166666667,6,0.000879507,1.431818182,2,0.062283743,0.0,2.83e-09
7.0,0.001759015,16,0.36200318,824,27,26.3982894,7,0.000493441,3.166666667,-14141.74904,0.118124006,13.5,6.81e-09,6.5,2,-0.5,-0.1,11,0.000879507,1.75,4,0.096020795,0.0,1.36e-08
14.01428571,0.002638522,26,0.705882353,2405,49,33.56637032,10,0.001179915,7.666666667,-12497.58865,0.1645469,28.25,3.28e-08,9.75,2,-0.333333333,0.133333333,18,0.000879507,3.818181818,5,0.193771844,0.0,9.85e-08
7.0,0.001759015,16,0.36200318,824,27,26.3982894,7,0.000493441,3.166666667,-14141.74904,0.118124006,13.5,6.81e-09,6.5,2,-0.5,-0.1,11,0.000879507,1.75,4,0.096020795,0.0,1.36e-08
2.142857143,0.000879507,6,0.125755167,108,11,33.87566284,3,0.000193033,1.0,-12618.23376,0.046422893,4.75,6.16e-07,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.02595326,0.0,6.16e-07
7.996428571,0.001759015,12,0.515580286,720,31,45.36316932,5,0.000493441,2.5,-10736.18699,0.079332273,19.25,2.88e-06,4.75,1,-0.5,0.166666667,10,0.000879507,1.431818182,2,0.075271785,0.0,5.77e-06
9.1,0.002638522,20,0.453736089,910,21,34.64973316,7,0.001179915,4.333333333,-12795.79049,0.124006359,16.75,1.99e-07,5.0,1,-0.333333333,0.4,8,0.000879507,3.102272727,5,0.117648146,0.0,5.98e-07
2.8,0.000879507,8,0.201589825,216,13,27.72218801,4,0.000193033,1.0,-14411.3277,0.077583466,5.0,4.24e-08,3.75,1,-1.0,-0.5,6,0.000879507,0.477272727,4,0.036332305,0.0,4.24e-08
2.8,0.000879507,8,0.201589825,216,13,27.72218801,4,0.000193033,1.0,-14411.3277,0.077583466,5.0,4.24e-08,3.75,1,-1.0,-0.5,6,0.000879507,0.477272727,4,0.036332305,0.0,4.24e-08
10.5,0.002638522,24,0.811287758,1452,34,38.01522341,9,0.001179915,7.0,-10013.0609,0.227503975,41.0,1.87e-07,15.0,2,-0.333333333,0.2,12,0.000879507,3.579545455,18,0.259516942,0.0,1.12e-06
8.4,0.001759015,16,0.641971383,952,29,33.28536543,7,0.000493441,3.166666667,-10521.29234,0.200476948,32.0,6.18e-08,14.0,2,-0.5,-0.1,13,0.000879507,1.75,18,0.173010751,0.0,2.47e-07
7.0,0.001759015,16,0.573767886,808,26,31.62731355,7,0.000493441,3.166666667,-10856.29256,0.182829889,26.5,4.64e-08,13.0,2,-0.5,-0.1,11,0.000879507,1.75,15,0.166090242,0.0,1.85e-07
2.83,0.000879507,6,0.151033386,129,11,30.92333551,3,0.000193033,1.0,-12070.1562,0.046422893,5.75,1.79e-07,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.029412271,0.0,1.79e-07
7.7,0.001759015,14,0.554372019,693,23,28.61102095,6,0.000493441,3.0,-10981.53723,0.163434022,29.5,3.05e-08,11.5,2,-0.5,0.0,11,0.000879507,1.590909091,14,0.148789102,0.0,1.22e-07
9.142857143,0.001759015,18,0.653100159,1341,42,30.63310034,8,0.000493441,3.25,-10414.73013,0.208108108,37.0,9.51e-08,16.5,2,-0.5,-0.166666667,15,0.000879507,1.909090909,17,0.197232414,0.0,3.8e-07
22.04571429,0.00351803,38,1.369157393,5149,75,39.89591927,13,0.00186639,14.35,-9026.428938,0.281558029,93.0,4.09e-07,25.5,2,-0.25,0.285714286,24,0.000879507,6.681818182,18,0.482702651,0.0,3.27e-06
7.0,0.001759015,14,0.517329094,637,22,36.67616871,6,0.000493441,3.0,-10397.65988,0.163434022,27.0,2.08e-07,11.0,2,-0.5,0.0,10,0.000879507,1.590909091,14,0.145329927,0.0,8.33e-07
6.342857143,0.001759015,14,0.509697933,616,27,33.53861999,6,0.000493441,3.0,-10331.97014,0.163434022,27.5,1.23e-07,10.5,2,-0.5,0.0,9,0.000879507,1.590909091,14,0.141869213,0.0,4.94e-07
9.842857143,0.001759015,18,0.696025437,1413,43,33.05099357,8,0.000493441,3.25,-10219.3902,0.213990461,39.5,1.02e-07,17.0,2,-0.5,-0.166666667,16,0.000879507,1.909090909,18,0.200692666,0.0,4.07e-07
9.192857143,0.001759015,18,0.653100159,1350,43,30.63476994,8,0.000493441,3.25,-9920.914203,0.208108108,37.5,1.27e-07,16.5,2,-0.5,-0.166666667,15,0.000879507,1.909090909,17,0.197232608,0.0,5.08e-07
12.24571429,0.001759015,16,0.803656598,1496,44,35.85914743,7,0.000493441,3.166666667,-9687.445816,0.182829889,53.5,3.65e-07,16.5,2,-0.5,-0.1,18,0.000879507,1.75,15,0.190313628,0.0,1.46e-06
8.512857143,0.001759015,14,0.567885533,819,31,30.63616856,6,0.000493441,3.0,-10041.28555,0.163434022,36.5,1.77e-07,12.0,2,-0.5,0.0,12,0.000879507,1.590909091,14,0.15225015,0.0,7.09e-07
12.97071429,0.001759015,18,1.212400636,2286,68,39.74697352,8,0.000493441,3.25,-9417.274012,0.196343402,64.0,6.92e-07,20.0,2,-0.5,-0.166666667,22,0.002571877,1.909090909,15,0.217997432,0.0,2.77e-06
4.921428571,0.001759015,12,0.243879173,366,17,33.28621961,5,0.000493441,2.5,-12827.01399,0.079332273,10.0,1.68e-06,3.75,1,-0.5,0.166666667,6,0.000879507,1.431818182,2,0.06229065,0.0,3.36e-06
10.43681319,0.001759015,16,0.792527822,1304,39,45.01657884,7,0.000493441,3.166666667,-10984.33247,0.118124006,21.5,7.53e-06,7.5,2,-0.5,-0.1,15,0.000879507,1.75,4,0.109031469,0.0,1.51e-05
2.1,0.000879507,6,0.125755167,96,7,26.11672972,3,0.000193033,1.0,-14439.05813,0.046422893,3.75,3.59e-07,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.02595255,0.0,3.59e-07
12.22162338,0.001759015,18,1.110651828,1908,56,44.64406273,8,0.000493441,3.25,-9413.70093,0.237519873,56.5,5.42e-06,18.0,2,-0.5,-0.166666667,18,0.000879507,1.75,22,0.197264391,0.0,2.17e-05
9.821428571,0.001759015,16,0.807790143,1168,45,35.98725888,7,0.000493441,3.166666667,-9503.988591,0.224006359,48.0,3.45e-06,14.0,2,-0.5,-0.1,13,0.000879507,1.590909091,22,0.166107937,0.0,1.38e-05
19.93253247,0.002638522,32,1.617965024,5696,104,50.23208536,13,0.001179915,9.133333333,-8283.891018,0.346263911,93.0,1.08e-05,30.0,2,-0.333333333,-0.028571429,30,0.000879507,4.295454545,29,0.410988647,0.0,6.46e-05
9.421623377,0.000879507,10,0.76963434,920,42,43.0757288,5,0.000193033,1.0,-10365.94716,0.120508744,42.5,4.68e-06,7.25,1,-1.0,-0.6,17,0.000879507,0.556818182,9,0.074411355,0.0,9.37e-06
8.415384615,0.001759015,14,0.567885533,931,35,44.4008754,6,0.000493441,2.666666667,-11019.21361,0.104610493,18.5,4.95e-06,6.0,1,-0.5,0.066666667,12,0.000879507,1.590909091,4,0.090852397,0.0,9.89e-06
2.8,0.000879507,6,0.151033386,132,12,32.79252212,3,0.000193033,1.0,-12859.90593,0.046422893,6.0,1.05e-06,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.027684614,0.0,1.05e-06
7.015384615,0.000879507,8,0.494435612,496,31,43.7224254,4,0.000193033,1.0,-11022.72437,0.077583466,15.75,4.72e-06,5.25,1,-1.0,-0.5,12,0.000879507,0.477272727,4,0.048457796,0.0,4.72e-06
34.88473027,0.00351803,44,3.051669316,10978,163,57.23807379,16,0.00186639,17.24285714,-7415.732776,0.398569157,165.5,2.51e-05,36.5,2,-0.25,0.174603175,37,0.000879507,7.318181818,31,0.617864776,0.0,0.000200825
10.51090909,0.001759015,18,0.770111288,1737,58,40.66011987,8,0.000493441,3.25,-9001.048905,0.208108108,47.5,6.06e-06,18.0,2,-0.5,-0.166666667,18,0.000879507,1.909090909,17,0.207650654,0.0,2.42e-05
8.336813187,0.000879507,8,0.672655008,560,32,43.26025287,4,0.000193033,1.0,-10991.37515,0.077583466,17.75,7.17e-06,5.5,1,-1.0,-0.5,13,0.000879507,0.477272727,4,0.050195818,0.0,7.17e-06
6.326293706,0.001759015,14,0.509697933,693,38,43.84537199,6,0.000493441,3.0,-9179.012804,0.163434022,33.0,5.6e-06,10.5,2,-0.5,0.0,9,0.000879507,1.590909091,14,0.141900735,0.0,2.24e-05
12.53700799,0.001759015,14,1.288394277,1456,49,47.22154507,6,0.000493441,3.0,-8990.570938,0.163434022,57.5,9.99e-06,14.5,2,-0.5,0.0,17,0.000879507,1.590909091,14,0.169609966,0.0,4e-05
10.44752747,0.001759015,14,0.89491256,1099,42,45.56603466,6,0.000493441,3.0,-8969.937427,0.163434022,47.0,8.08e-06,13.0,2,-0.5,0.0,14,0.000879507,1.590909091,14,0.159217226,0.0,3.23e-05
9.830769231,0.001759015,14,0.73608903,1092,49,45.08429766,6,0.000493441,3.0,-8590.755138,0.163434022,49.0,8.25e-06,13.0,2,-0.5,0.0,14,0.000879507,1.590909091,14,0.159218211,0.0,3.3e-05
7.010909091,0.001759015,14,0.534976153,714,32,37.3022793,6,0.000493441,3.0,-9576.692256,0.163434022,32.5,3.31e-06,11.0,2,-0.5,0.0,10,0.000879507,1.590909091,14,0.145347857,0.0,1.33e-05
12.53700799,0.001759015,14,1.288394277,1463,50,47.29278127,6,0.000493441,3.0,-9331.428193,0.163434022,58.0,9.48e-06,14.5,2,-0.5,0.0,17,0.000879507,1.590909091,14,0.169606906,0.0,3.79e-05
12.53700799,0.001759015,14,1.288394277,1470,51,46.96080946,6,0.000493441,3.0,-9264.952617,0.163434022,58.5,9.83e-06,14.5,2,-0.5,0.0,17,0.000879507,1.590909091,14,0.169609004,0.0,3.93e-05
7.721818182,0.001759015,14,0.554372019,840,40,37.26582641,6,0.000493441,3.0,-9431.982056,0.163434022,39.0,4.88e-06,11.5,2,-0.5,0.0,11,0.000879507,1.590909091,14,0.148817282,0.0,1.95e-05
16.73700799,0.001759015,20,1.501112878,3350,84,51.74810448,9,0.000493441,3.3,-8726.73827,0.227503975,76.5,1.31e-05,24.5,2,-0.5,-0.214285714,28,0.000879507,2.068181818,18,0.259603795,0.0,5.23e-05
16.74772228,0.001759015,20,1.501112878,3410,90,51.74810448,9,0.000493441,3.3,-8546.802808,0.227503975,79.5,1.35e-05,24.5,2,-0.5,-0.214285714,28,0.000879507,2.068181818,18,0.259606744,0.0,5.4e-05
10.14305195,0.001759015,14,0.89491256,1092,42,43.12392592,6,0.000493441,3.0,-9004.102962,0.163434022,46.5,5.72e-06,13.0,2,-0.5,0.0,14,0.000879507,1.590909091,14,0.159203394,0.0,2.29e-05
12.23253247,0.001759015,14,0.958982512,1337,51,43.26302662,6,0.000493441,3.0,-8929.386786,0.163434022,58.0,6.93e-06,14.5,2,-0.5,0.0,17,0.000879507,1.590909091,14,0.16959177,0.0,2.77e-05
7.42,0.000879507,10,0.480286169,665,30,25.72253358,5,0.000193033,1.0,-12490.17666,0.120508744,28.0,6.96e-06,6.25,1,-1.0,-0.6,13,0.000879507,0.556818182,9,0.065770772,0.0,1.39e-05
21.46,0.00351803,40,1.497933227,6520,98,36.4704251,14,0.00186639,11.875,-10585.3862,0.359777424,80.0,3.61e-05,28.0,2,-0.25,0.333333333,26,0.001217981,7.0,29,0.477884138,0.0,0.000216886
7.42,0.000879507,10,0.480286169,665,30,25.72253358,5,0.000193033,1.0,-12490.17666,0.120508744,28.0,6.96e-06,6.25,1,-1.0,-0.6,13,0.000879507,0.556818182,9,0.065770772,0.0,1.39e-05
13.04,0.001759015,20,0.943561208,2260,57,31.82972337,9,0.000493441,3.416666667,-10903.79876,0.251033386,54.0,1.1e-05,21.5,2,-0.5,-0.266666667,22,0.000879507,2.068181818,22,0.231914294,0.0,4.39e-05
5.6,0.000879507,10,0.466772655,595,28,29.13232795,5,0.000193033,1.0,-12397.76266,0.120508744,23.5,6.58e-06,6.0,1,-1.0,-0.6,12,0.000879507,0.556818182,9,0.064039005,0.0,1.32e-05
5.6,0.000879507,10,0.466772655,595,28,29.13232795,5,0.000193033,1.0,-12397.76266,0.120508744,23.5,6.58e-06,6.0,1,-1.0,-0.6,12,0.000879507,0.556818182,9,0.064039005,0.0,1.32e-05
19.34,0.002638522,30,1.399205087,4245,81,36.79058374,12,0.001179915,8.733333333,-10290.71228,0.332750397,84.0,2.08e-05,26.0,2,-0.333333333,0.019047619,25,0.000879507,4.056818182,29,0.363488576,0.0,0.000124955
3.5,0.000879507,6,0.193958665,165,14,26.34543564,3,0.000193033,1.0,-13285.76612,0.046422893,7.75,5.52e-06,3.0,1,-1.0,-0.333333333,6,0.000879507,0.397727273,1,0.031159917,0.0,5.52e-06
4.9,0.000879507,8,0.283306836,344,24,26.44258946,4,0.000193033,1.0,-12877.93892,0.077583466,10.75,6.76e-09,4.5,1,-1.0,-0.5,9,0.000879507,0.477272727,4,0.043252618,0.0,6.76e-09
10.5,0.001759015,20,0.613036566,1780,48,31.32993224,9,0.000493441,3.416666667,-12850.86981,0.186327504,20.75,7.07e-09,9.75,2,-0.5,-0.266666667,18,0.000879507,2.068181818,11,0.137543291,0.0,1.41e-08
7.0,0.001759015,14,0.352623211,700,27,26.92604572,6,0.000493441,2.666666667,-12892.95276,0.104610493,14.25,7.04e-09,5.5,1,-0.5,0.066666667,10,0.000879507,1.590909091,4,0.085640173,0.0,1.41e-08
7.7,0.001759015,16,0.399046105,912,30,28.00432799,7,0.000493441,3.166666667,-12889.95139,0.118124006,15.25,7.05e-09,6.75,2,-0.5,-0.1,12,0.000879507,1.75,4,0.101211108,0.0,1.41e-08
2.8,0.000879507,6,0.151033386,126,10,20.55514971,3,0.000193033,1.0,-14497.66681,0.046422893,5.5,1.38e-09,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.027681665,0.0,1.38e-09
4.9,0.001759015,12,0.243879173,348,14,21.47229888,5,0.000493441,2.5,-14492.32814,0.079332273,9.25,1.43e-09,3.75,1,-0.5,0.166666667,6,0.000879507,1.431818182,2,0.062283744,0.0,2.87e-09
16.8,0.00351803,36,0.876947536,3096,47,27.63754502,12,0.00186639,13.0,-14438.83288,0.220985692,31.75,1.57e-09,10.0,2,-0.25,0.333333333,16,0.000879507,6.363636364,10,0.259515584,0.0,6.28e-09
5.6,0.001759015,12,0.286804452,396,14,17.23391624,5,0.000493441,2.5,-17209.18263,0.079332273,10.25,6.56e-11,4.0,1,-0.5,0.166666667,7,0.000879507,1.431818182,2,0.064878893,0.0,1.31e-10
7.7,0.001759015,18,0.46136725,1134,32,22.80694373,8,0.000493441,3.25,-15883.30063,0.161049285,14.0,3.21e-10,7.75,2,-0.5,-0.166666667,13,0.000879507,1.909090909,9,0.111591697,0.0,6.42e-10
2.1,0.000879507,6,0.125755167,99,8,14.07689422,3,0.000193033,1.0,-18442.07361,0.046422893,4.0,1.29e-11,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025951557,0.0,1.29e-11
7.7,0.001759015,18,0.46136725,1134,32,22.80694373,8,0.000493441,3.25,-15883.30063,0.161049285,14.0,3.21e-10,7.75,2,-0.5,-0.166666667,13,0.000879507,1.909090909,9,0.111591697,0.0,6.42e-10
7.0,0.001759015,16,0.414944356,896,29,21.72866146,7,0.000493441,2.75,-15885.73646,0.147535771,13.0,3.2e-10,6.5,1,-0.5,0.0,11,0.000879507,1.75,9,0.096020763,0.0,6.41e-10
2.1,0.000879507,6,0.125755167,96,7,17.39132252,3,0.000193033,1.0,-15936.80291,0.046422893,3.75,2.81e-10,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025951558,0.0,2.81e-10
5.6,0.001759015,12,0.286804452,396,14,17.23391624,5,0.000493441,2.5,-17209.18263,0.079332273,10.25,6.56e-11,4.0,1,-0.5,0.166666667,7,0.000879507,1.431818182,2,0.064878893,0.0,1.31e-10
2.1,0.000879507,6,0.125755167,99,8,14.07689422,3,0.000193033,1.0,-18442.07361,0.046422893,4.0,1.29e-11,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025951557,0.0,1.29e-11
3.5,0.000879507,6,0.193958665,150,10,16.32048984,3,0.000193033,1.0,-17213.67871,0.046422893,6.5,6.29e-11,3.0,1,-1.0,-0.333333333,6,0.000879507,0.397727273,1,0.029411765,0.0,6.29e-11
9.8,0.002638522,22,0.49427663,1144,24,22.86468816,8,0.001179915,5.666666667,-15443.84614,0.137519873,17.75,5.3e-10,6.25,2,-0.333333333,0.3,10,0.000879507,3.340909091,5,0.1349481,0.0,1.59e-09
3.5,0.000879507,8,0.215103339,244,14,18.34751364,4,0.000193033,1.0,-16806.73959,0.077583466,6.25,1.03e-10,4.0,1,-1.0,-0.5,7,0.000879507,0.477272727,4,0.038062284,0.0,1.03e-10
4.9,0.001759015,14,0.288553259,490,18,19.00365602,6,0.000493441,2.666666667,-16804.43726,0.104610493,9.0,1.08e-10,4.75,1,-0.5,0.066666667,7,0.000879507,1.590909091,4,0.075259516,0.0,2.15e-10
2.8,0.000879507,6,0.151033386,117,7,15.10245737,3,0.000193033,1.0,-18064.97228,0.046422893,4.75,2.1e-11,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.027681661,0.0,2.1e-11
17.54,0.002638522,28,1.441017488,3220,60,34.75061789,11,0.001179915,8.333333333,-10037.36487,0.389825119,74.5,1.14e-07,21.0,2,-0.333333333,0.066666667,18,0.000879507,3.579545455,41,0.289793082,0.0,5.71e-07
5.64,0.001759015,14,0.540858506,728,28,25.84830687,6,0.000493441,2.666666667,-12026.031,0.104610493,23.75,2.56e-08,5.5,1,-0.5,0.066666667,10,0.000879507,1.590909091,4,0.098616032,0.0,7.69e-08
6.135,0.000879507,8,0.410333863,472,27,37.79610403,4,0.000193033,1.0,-10687.00633,0.077583466,30.0,5.76e-07,5.0,1,-1.0,-0.5,11,0.000879507,0.477272727,4,0.05709531,0.0,1.15e-06
10.12071429,0.000879507,10,0.973131955,1105,56,37.43710443,5,0.000193033,1.0,-10293.27711,0.120508744,52.0,6.54e-07,7.75,1,-1.0,-0.6,19,0.002571877,0.556818182,9,0.077857024,0.0,1.31e-06
7.957857143,0.001759015,18,0.590779014,1278,44,33.62208382,8,0.000493441,3.25,-10016.15211,0.190461049,35.5,3.14e-07,15.5,2,-0.5,-0.166666667,13,0.000879507,1.909090909,14,0.183392885,0.0,1.26e-06
19.48785714,0.00351803,32,1.434022258,3728,58,39.91566132,10,0.00186639,8.5,-9793.427833,0.217488076,73.0,7.34e-07,17.5,2,-0.25,0.466666667,17,0.000879507,5.727272727,14,0.332185956,0.0,4.4e-06
2.8,0.000879507,6,0.151033386,126,8,19.98092459,3,0.000193033,1.0,-13732.42636,0.046422893,5.5,5.49e-09,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.02941178,0.0,5.49e-09
7.487857143,0.000879507,6,0.790937997,411,31,35.58853232,3,0.000193033,1.0,-11432.79237,0.046422893,19.5,5.91e-07,4.25,1,-1.0,-0.333333333,11,0.000879507,0.397727273,1,0.041524259,0.0,5.91e-07
10.28785714,0.001759015,14,0.93608903,1211,40,37.59717992,6,0.000493441,2.666666667,-11422.63496,0.104610493,24.25,6.53e-07,6.5,1,-0.5,0.066666667,14,0.000879507,1.590909091,4,0.098618829,0.0,1.31e-06
8.887857143,0.000879507,8,0.86263911,656,36,36.92470594,4,0.000193033,1.0,-11426.02176,0.077583466,21.5,6.23e-07,5.75,1,-1.0,-0.5,14,0.000879507,0.477272727,4,0.053635209,0.0,6.23e-07
4.225,0.000879507,10,0.33799682,470,27,30.17140494,5,0.000193033,1.0,-11826.4678,0.120508744,17.5,1.59e-07,5.25,1,-1.0,-0.6,9,0.000879507,0.556818182,9,0.05882405,0.0,3.17e-07
4.225,0.000879507,10,0.33799682,470,27,30.17140494,5,0.000193033,1.0,-11826.4678,0.120508744,17.5,1.59e-07,5.25,1,-1.0,-0.6,9,0.000879507,0.556818182,9,0.05882405,0.0,3.17e-07
12.50928571,0.000879507,10,0.823688394,1225,59,51.86523195,5,0.000193033,1.0,-9325.395236,0.120508744,61.5,4.48e-06,8.25,1,-1.0,-0.6,21,0.000879507,0.556818182,9,0.081331519,0.0,8.97e-06
19.68428571,0.001759015,20,1.549284579,3120,98,54.51957519,9,0.000493441,3.416666667,-7806.064939,0.251033386,101.0,7.52e-06,22.5,2,-0.5,-0.266666667,24,0.000879507,1.909090909,22,0.231876277,0.0,3.01e-05
62.74324176,0.006156552,98,4.654213037,42140,296,84.64779699,28,0.003925813,52.00649351,-6534.537184,0.707790143,279.5,3.06e-05,61.5,3,-0.184240363,0.43010878,60,0.012804513,22.27272727,56,1.518610656,0.047619048,0.000397449
5.934285714,0.000879507,8,0.535612083,504,30,38.77192707,4,0.000193033,1.0,-10764.74085,0.077583466,28.0,1.84e-06,5.25,1,-1.0,-0.5,12,0.007648987,0.477272727,4,0.057099524,0.0,3.69e-06
22.14071429,0.002638522,32,1.687917329,6048,120,56.68002281,13,0.001179915,3.833333333,-8480.892261,0.458028617,95.25,8.67e-06,28.0,2,-0.506235828,0.1,26,0.013142987,4.056818182,48,0.367711153,0.333333333,4.33e-05
19.82642857,0.001759015,26,1.610333863,4914,115,56.88067774,12,0.000493441,2.0,-8482.412877,0.444515103,89.5,8.34e-06,28.5,2,-0.770975057,-0.377777778,27,0.013142987,2.227272727,48,0.287251034,1.0,3.34e-05
13.89214286,0.000879507,16,1.057074722,2648,85,54.68994744,8,0.000193033,1.0,-9308.828509,0.349284579,61.5,6.5e-06,12.0,1,-1.0,-0.75,27,0.001072921,0.795454545,41,0.117675241,0.0,1.3e-05
16.70642857,0.001759015,24,1.261049285,4344,98,56.83170285,11,0.000493441,3.357142857,-8361.470847,0.389825119,74.0,6.84e-06,28.5,2,-0.5,-0.277777778,30,0.001072921,2.386363636,41,0.297626358,0.0,2.74e-05
20.22071429,0.002638522,34,1.419713831,6783,116,58.66246427,14,0.001179915,8.0,-8650.846404,0.43036566,84.5,7.2e-06,32.5,2,-0.333333333,0.033333333,32,0.001072921,4.772727273,41,0.428261605,0.0,3.6e-05
18.40681319,0.002638522,28,1.249284579,4088,92,59.95629148,11,0.001179915,8.333333333,-7956.49571,0.23100159,82.75,9.92e-06,24.5,2,-0.333333333,0.066666667,25,0.000879507,4.056818182,14,0.328797824,0.0,4.96e-05
9.110714286,0.001759015,16,0.479014308,1152,43,47.28743075,7,0.000493441,3.166666667,-9966.304547,0.118124006,37.75,2.72e-06,7.25,2,-0.5,-0.1,14,0.000879507,1.75,4,0.119390281,0.0,8.17e-06
9.810714286,0.002638522,22,0.541335453,1298,36,43.02338534,8,0.001179915,5.0,-10349.16267,0.155166932,32.5,2.3e-06,6.25,1,-0.333333333,0.333333333,10,0.000879507,3.340909091,8,0.155722736,0.0,9.2e-06
4.9,0.001759015,12,0.243879173,360,16,34.94623328,5,0.000493441,2.5,-11966.78546,0.079332273,9.75,6.03e-07,3.75,1,-0.5,0.166666667,6,0.000879507,1.431818182,2,0.06488142,0.0,1.21e-06
9.296098901,0.000879507,8,0.699682035,668,45,51.91473912,4,0.000193033,1.0,-9747.009934,0.077583466,45.5,7.91e-06,6.0,1,-1.0,-0.5,15,0.000879507,0.477272727,4,0.062310849,0.0,1.58e-05
13.67928571,0.002638522,22,1.026550079,2123,57,49.37995173,8,0.001179915,5.666666667,-8603.20361,0.190461049,62.0,5.15e-06,15.0,2,-0.333333333,0.3,15,0.000879507,3.340909091,14,0.233600624,0.0,2.57e-05
3.532142857,0.000879507,8,0.268044515,264,19,36.28996725,4,0.000193033,1.0,-10861.36384,0.077583466,15.0,1.1e-06,4.0,1,-1.0,-0.5,7,0.000879507,0.477272727,4,0.048446367,0.0,2.2e-06
10.70714286,0.001759015,16,0.9354531,1504,54,47.94640169,7,0.000493441,3.166666667,-8614.701753,0.176947536,54.5,3.83e-06,15.5,2,-0.5,-0.1,16,0.000879507,1.75,14,0.179954017,0.0,1.53e-05
